"","Dim1","Dim2","type"
"G36172",-0.144171693677141,0.0635712821950827,"samples"
"G36173",-0.362361260719094,-0.187353240456707,"samples"
"G36174",0.0811585761423308,-0.299773603269501,"samples"
"G36175",0.21176592411933,-0.170099303740801,"samples"
"G36176",0.142315488275445,-0.24046390027517,"samples"
"G36177",0.104595960017165,-0.13950919804769,"samples"
"G36179",0.0483693726508028,-0.306999788863392,"samples"
"G36180",-0.22269274319627,-0.236398237833652,"samples"
"G36181",0.209426945533243,-0.162880825530488,"samples"
"G36182",0.0473333295386489,-0.331536190533879,"samples"
"G36183",0.209335904801503,-0.142716874640935,"samples"
"G36184",0.129456975456642,-0.276105115673251,"samples"
"G36185",-0.458064425704196,-0.134703229812657,"samples"
"G36186",-0.478642806396082,-0.0925537645848565,"samples"
"G36187",-0.421822654561183,-0.116028304899764,"samples"
"G36188",0.0732686507696419,0.239872943872297,"samples"
"G36189",-0.398230241645104,-0.0496661815639694,"samples"
"G36190",-0.416324438949002,-0.0537628108444315,"samples"
"G36191",-0.1393913084148,0.353531233870896,"samples"
"G36192",0.00939070078811082,0.309888850275804,"samples"
"G36193",0.0815893193909442,0.148498848338292,"samples"
"G36194",0.223769646700293,0.2841542435038,"samples"
"G36195",0.177254454525751,0.320533242892527,"samples"
"G36196",0.162512723817166,0.16779427248013,"samples"
"G36197",-0.239617697419597,-0.0172023646433952,"samples"
"G36198",-0.504334692107018,0.299270677064888,"samples"
"G36199",0.325255432159767,0.150225598727097,"samples"
"G36200",0.269302866386711,0.136943449019061,"samples"
"G36201",0.296031778546521,0.0678092446649428,"samples"
"G36202",0.196892386922749,0.164661847823003,"samples"
"G36203",0.21304339439834,0.123307144078153,"samples"
"G36204",0.251595709035025,0.164443931349674,"samples"
"G36205",0.262350752704341,0.205428204863527,"samples"
"G36206",0.277273936864961,0.108680732784001,"samples"
"G36207",0.158504548217553,0.0976168964558919,"samples"
"G36208",0.171782791624045,0.164456399710765,"samples"
"G36209",-0.0599985629428132,0.211024496494468,"samples"
"G36210",-0.332862117022903,0.218108887639343,"samples"
"G36211",0.0295157671716162,-0.198250996737062,"samples"
"G36212",-0.165311649493849,0.145660088702268,"samples"
"G36213",-0.336673061595461,-0.150337994629315,"samples"
"G36214",-0.165571595225613,0.0195837846423405,"samples"
"G36215",-0.385720881352869,-0.328592261166904,"samples"
"G36216",0.195278917457053,-0.0438347122706287,"samples"
"G36217",0.0774877335838526,-0.209501975325168,"samples"
"G36219",-0.350408564251357,-0.243735305734294,"samples"
"G36220",0.111299058716341,-0.231759932012153,"samples"
"G36221",0.230025932749457,0.117643255584347,"samples"
"G36222",0.101955784505673,-0.141226441012882,"samples"
"G36223",0.222915908779308,-0.00519553373571073,"samples"
"G36224",0.162570203688492,-0.21786582866094,"samples"
"G36225",0.201607642067449,-0.16056364561343,"samples"
"G36226",-0.311391394196187,-0.013357691051473,"samples"
"G36227",-0.281623076548882,-0.284916253940988,"samples"
"G36228",-0.354490101490773,-0.245177869930903,"samples"
"G36229",-0.294095343690799,-0.342573565546774,"samples"
"G36230",-0.444034617579829,-0.159015011413993,"samples"
"G36231",-0.385139110230937,-0.238243842606281,"samples"
"G36232",-0.0641004712771148,0.0688320536899542,"samples"
"G36233",0.310830661682659,0.210487058127543,"samples"
"G36234",0.320947048261618,0.171789289454673,"samples"
"G36235",0.28934591635536,0.187566410456067,"samples"
"G36236",0.205829532128383,0.165251127865798,"samples"
"G36237",-0.337667134161379,-0.179692883285426,"samples"
"G36238",-0.253175552945515,0.0996636698967108,"samples"
"G36239",0.103865815036582,0.264552270944116,"samples"
"G36240",0.308235395486508,0.209140786421808,"samples"
"G36241",0.197069715335122,-0.0255786254596846,"samples"
"G36242",0.332455885439836,0.190545373542765,"samples"
"G36243",0.303889966582015,0.147543215705176,"samples"
"G36244",0.324710446716166,0.182194868934032,"samples"
"G36245",0.0955535007008408,-0.048377801402724,"samples"
"G36246",0.149581860803332,-0.00189269500633558,"samples"
"G36247",0.0490418400636868,-0.123104778024966,"samples"
"G36248",0.116595284344895,-0.135816953312811,"samples"
"G36249",0.10829458901651,-0.105052742632906,"samples"
"G36250",0.26627943093847,-0.0496833859972795,"samples"
"G36251",0.19051899738012,-0.140058032661282,"samples"
"G36252",0.191207601977222,-0.0569055067237422,"samples"
"G36253",0.215913822896626,0.0278019880055628,"samples"
"G36254",0.309444934663872,0.122939336933506,"samples"
"G36255",0.229089987820113,-0.065521964891353,"samples"
"G36256",0.157109520112986,-0.08401753421352,"samples"
"G36257",0.21359359126354,-0.0874567039792521,"samples"
"G36258",0.147362211585211,0.191923503540319,"samples"
"G36259",0.0302921310100424,0.0981952748899014,"samples"
"G36260",-0.111469313608683,-0.058763116532348,"samples"
"G36261",0.172658856766463,-0.0425406654545295,"samples"
"G36262",0.0879412746000366,0.177938540003511,"samples"
"G36263",0.181490273696527,0.0203288426940574,"samples"
"G36264",0.17089382691579,-0.115884258104485,"samples"
"G36265",0.115048315446044,0.0778684482159693,"samples"
"G36266",0.236013759816579,0.0692475843346755,"samples"
"G36267",0.158923867186553,-0.0449550038276335,"samples"
"G36268",0.189243591045491,0.12098282544181,"samples"
"G36269",-0.417581778321778,-0.153735828693851,"samples"
"G36270",0.238886986197897,-0.0853944228802078,"samples"
"G36271",0.286201253049735,0.217553098851665,"samples"
"G36272",0.353313962747315,0.161258761337811,"samples"
"G36273",0.33328630045943,0.140777770621941,"samples"
"G36274",0.300501576721314,0.198082480456484,"samples"
"G36275",0.162599153543504,-0.039077351053291,"samples"
"G36276",0.274005065323001,0.22464655501411,"samples"
"G36277",0.115878467701266,0.252005352336941,"samples"
"G36279",0.283937161563458,0.205972325073697,"samples"
"G36280",0.328134990744357,0.0889103336986169,"samples"
"G36281",0.222001445358492,-0.070567449305302,"samples"
"G36282",0.247980442418942,0.209875275602797,"samples"
"G36283",-0.136953185798755,0.220365747197553,"samples"
"G36284",-0.376031861607154,-0.213345428918365,"samples"
"G36285",0.18465312449982,-0.113424164093639,"samples"
"G36286",0.27853892747653,0.21795368230959,"samples"
"G36287",0.268036098477563,0.176787463424851,"samples"
"G36288",0.330565248767271,0.21188874932819,"samples"
"G36289",0.317882224416893,0.15628103285483,"samples"
"G36290",0.208146155507528,-0.0340593207937916,"samples"
"G36291",0.271914912475702,0.202023483796362,"samples"
"G36292",0.215134875978801,0.165736831193884,"samples"
"G36293",-0.0305439780530251,-0.154812521981326,"samples"
"G36294",-0.107964657481602,0.0673166491434288,"samples"
"G36295",-0.278449007661117,-0.0116780330201326,"samples"
"G36296",0.160563513917435,-0.196015632203108,"samples"
"G36297",0.231700675548468,-0.00675900176852567,"samples"
"G36298",0.235344712667609,0.0460620026638088,"samples"
"G36299",0.211477383228842,-0.115180892974947,"samples"
"G36300",0.251904493555612,0.0870942330252807,"samples"
"G36301",0.209058659195507,-0.0797427383982253,"samples"
"G36302",-0.408091688032075,0.185681607662576,"samples"
"G36303",-0.414706091327698,0.248272476012843,"samples"
"G36304",0.162316526911326,-0.222854685442566,"samples"
"G36305",0.0188858567358453,-0.0996414634745203,"samples"
"G36306",0.0312492863354639,0.0922091822992124,"samples"
"G36307",-0.209565304553476,-0.128133413231515,"samples"
"G36308",0.148844313451914,-0.122687529112022,"samples"
"G36309",0.123672447218915,-0.212077152002519,"samples"
"G36310",0.132771761697279,-0.178016702772504,"samples"
"G36311",0.200569519294872,-0.135437128735468,"samples"
"G36312",0.278195261700183,0.0593517299876897,"samples"
"G36313",0.262152336673271,-0.00290536197908119,"samples"
"G36314",-0.256399708404081,0.244904545853603,"samples"
"G36315",-0.307871810202991,0.2500860112489,"samples"
"G36316",0.281342535669287,-0.00628182090392191,"samples"
"G36317",0.221791135198873,0.175908950159256,"samples"
"G36318",0.228196038339777,0.175279471170479,"samples"
"G36319",-0.292500684271894,0.00201650519056919,"samples"
"G36320",-0.287202191022027,-0.0361667770241232,"samples"
"G36321",0.14991893660125,-0.0642962634957835,"samples"
"G36322",0.209975344746616,-0.0131986233982017,"samples"
"G36406",-0.360822658688064,-0.28562975156523,"samples"
"G36408",-0.405896766664004,0.315421791979596,"samples"
"G36413",-0.409680276272804,0.320358721195414,"samples"
"G36417",0.0788031790320029,-0.0211797435408675,"samples"
"G36419",-0.401501253430548,0.045737922722432,"samples"
"G36420",-0.353622538091547,-0.20437856794344,"samples"
"G36421",-0.0811357390628666,0.226286420817403,"samples"
"G36422",-0.317124872523454,-0.241053771846542,"samples"
"G36423",-0.404874556984451,0.255847454310477,"samples"
"G36424",-0.319749417273949,-0.117208272800847,"samples"
"G36429",0.0508306760213049,-0.111587203641065,"samples"
"G36430",-0.233309549438795,-0.0418863136163091,"samples"
"G36431",-0.281341610441325,-0.0608474792690538,"samples"
"G36432",-0.258725243017156,-0.172085202772545,"samples"
"G36433",-0.256360913899375,-0.0537087163644848,"samples"
"G36434",-0.267293344846055,-0.296616769089872,"samples"
"G36435",-0.341429863188154,-0.15249946898465,"samples"
"G36436",0.208297111335071,-0.121847562586811,"samples"
"G36437",0.157365313576639,-0.195527355467046,"samples"
"G36438",0.231266554656087,-0.049246085706681,"samples"
"G36439",-0.296440820962461,-0.0541649154741046,"samples"
"G36440",0.175825780226928,-0.195939665164957,"samples"
"G36441",-0.353738457974732,0.0876508134309159,"samples"
"G36442",0.197119147646041,-0.0516291535965854,"samples"
"G36443",0.0644436334348499,0.0950655923280931,"samples"
"G36444",-0.360509192965331,-0.076272601321211,"samples"
"G36445",0.208582648585139,-0.00573904871296692,"samples"
"G36446",0.172883930395043,-0.0859800921253735,"samples"
"G36448",0.202248138523532,-0.0669481003214477,"samples"
"G36449",-0.326142692101011,-0.249568217799935,"samples"
"G36450",-0.348059831910641,0.0196455545942244,"samples"
"G36451",-0.0988026629695222,-0.189589230575265,"samples"
"G36452",-0.241948738784698,-0.0962500257409114,"samples"
"G36453",-0.00629350166795035,-0.20920857916257,"samples"
"G36454",-0.178406982685213,-0.100174668070561,"samples"
"G36455",0.161659884178849,-0.153826522488607,"samples"
"G36456",0.222420080687656,-0.0969151578777045,"samples"
"G36457",0.227050738424557,-0.158500694815679,"samples"
"G36458",0.163232658126273,-0.178977790530201,"samples"
"G36459",-0.169310076476682,-0.293053006919471,"samples"
"G36460",0.170225907733837,-0.134502963053401,"samples"
"G36461",0.139227015293791,-0.150790679412516,"samples"
"G36462",0.296469486517178,0.0299768579846441,"samples"
"G36463",0.26936823164333,-0.0748349382366177,"samples"
"G36464",0.149621293025862,-0.169830512000754,"samples"
"G36465",-0.28538113163797,-0.183507341202205,"samples"
"G36466",0.211955926882864,-0.0764934714647446,"samples"
"G36467",0.0901392199926517,-0.223960377696667,"samples"
"G36468",0.234201088040279,-0.109096658063683,"samples"
"G36470",0.0775791278584186,-0.113595866668629,"samples"
"G36471",-0.367838431719777,-0.147860369425589,"samples"
"G36472",0.116059113968736,-0.259755738431643,"samples"
"G36473",0.133595535316478,-0.230123253175248,"samples"
"G36474",0.272766199818992,-0.0667425248603422,"samples"
"G36475",-0.0280337154633408,0.0353026399419725,"samples"
"G36476",-0.00188568362764185,-0.0936566706235476,"samples"
"G36477",0.135041083786085,0.135542156411154,"samples"
"G36478",0.248591366195808,0.204948338615186,"samples"
"G36479",0.204619932186171,0.219713092708952,"samples"
"G36480",0.245748075480598,0.079402535554443,"samples"
"G36481",-0.39217888616821,0.245270743591645,"samples"
"G36482",0.0848947841771203,0.00243756683916831,"samples"
"G36484",-0.0242490442052855,0.284900671493323,"samples"
"G36485",-0.0206960197346562,0.220996144486959,"samples"
"G36486",-0.298293239586936,0.286069402910038,"samples"
"G36487",-0.23543679647997,0.261914031475337,"samples"
"G36488",-0.235272139436347,0.27577640068016,"samples"
"G36489",0.284037083946864,0.10437418050291,"samples"
"G36490",0.216706282197876,0.21400763786676,"samples"
"G36491",0.0567021939896584,0.253753374772474,"samples"
"G36492",0.274376783782542,0.199843345308692,"samples"
"G36493",0.263842867936099,0.196512754424611,"samples"
"G36494",0.16031647061957,0.208590476778097,"samples"
"G36495",0.231856686870415,0.217386235624998,"samples"
"G36496",0.271151210229727,0.200160660218089,"samples"
"G36497",0.157465381205808,0.254616684859391,"samples"
"G36498",0.336413891120921,0.069599891263936,"samples"
"G36499",0.287693258446375,0.100066661715042,"samples"
