samples,p_[Thermi],p_Actinobacteria,p_Bacteroidetes,p_Chloroflexi,p_Crenarchaeota,p_Cyanobacteria,p_Deferribacteres,p_Euryarchaeota,p_Fibrobacteres,p_Firmicutes,p_Fusobacteria,p_Nitrospirae,p_Proteobacteria,p_Spirochaetes,p_Synergistetes,p_Tenericutes,p_Thermotogae,p_Verrucomicrobia,o_Acholeplasmatales,o_Acidithiobacillales,o_Actinomycetales,o_Alteromonadales,o_Archaeoglobales,o_Ardenscatenales,o_Bacillales,o_Bacteroidales,o_Bdellovibrionales,o_Bifidobacteriales,o_Burkholderiales,o_Campylobacterales,o_Caulobacterales,o_Cenarchaeales,o_Chromatiales,o_Chroococcales,o_Clostridiales,o_Coriobacteriales,o_Deferribacterales,o_Deinococcales,o_Desulfovibrionales,o_Enterobacteriales,o_Erysipelotrichales,o_Fibrobacterales,o_Flavobacteriales,o_Fusobacteriales,o_Gloeobacterales,o_Halobacteriales,o_Lactobacillales,o_Methanomicrobiales,o_Methanosarcinales,o_Methylophilales,o_Mycoplasmatales,o_Myxococcales,o_Neisseriales,o_Nitrosomonadales,o_Nitrososphaerales,o_Nitrospirales,o_Oceanospirillales,o_Pasteurellales,o_Pseudanabaenales,o_Pseudomonadales,o_Rhizobiales,o_Rhodobacterales,o_Rhodospirillales,o_Sphingobacteriales,o_Sphingomonadales,o_Spirochaetales,o_Sulfolobales,o_Synergistales,o_Thermoanaerobacterales,o_Thermotogales,o_Verrucomicrobiales,o_Vibrionales,o_Xanthomonadales,f_[Leptospirillaceae],f_[Paraprevotellaceae],f_Acetobacteraceae,f_Acholeplasmataceae,f_Acidithiobacillaceae,f_Actinomycetaceae,f_Actinosynnemataceae,f_Aerococcaceae,f_Alcaligenaceae,f_Alcanivoracaceae,f_Alteromonadaceae,f_Archaeoglobaceae,f_Ardenscatenaceae,f_Bacillaceae,f_Bacteroidaceae,f_Bdellovibrionaceae,f_Bifidobacteriaceae,f_Bradyrhizobiaceae,f_Brevibacteriaceae,f_Burkholderiaceae,f_Caldicellulosiruptoraceae,f_Campylobacteraceae,f_Carnobacteriaceae,f_Caulobacteraceae,f_Cenarchaeaceae,f_Chromatiaceae,f_Clostridiaceae,f_Comamonadaceae,f_Coriobacteriaceae,f_Corynebacteriaceae,f_Deferribacteraceae,f_Deinococcaceae,f_Dermabacteraceae,f_Desulfovibrionaceae,f_Dethiosulfovibrionaceae,f_Ectothiorhodospiraceae,f_Enterobacteriaceae,f_Enterococcaceae,f_Erysipelotrichaceae,f_Fibrobacteraceae,f_Flavobacteriaceae,f_Fusobacteriaceae,f_Geodermatophilaceae,f_Gloeobacteraceae,f_Halobacteriaceae,f_Halomonadaceae,f_Halothiobacillaceae,f_Helicobacteraceae,f_Intrasporangiaceae,f_Lachnospiraceae,f_Lactobacillaceae,f_Leptotrichiaceae,f_Leuconostocaceae,f_Methanomicrobiaceae,f_Methanosarcinaceae,f_Methylobacteriaceae,f_Methylocystaceae,f_Methylophilaceae,f_Microbacteriaceae,f_Micrococcaceae,f_Moraxellaceae,f_Mycoplasmataceae,f_Myxococcaceae,f_Neisseriaceae,f_Nitrosomonadaceae,f_Nitrososphaeraceae,f_Nocardiaceae,f_Oxalobacteraceae,f_Paenibacillaceae,f_Pasteurellaceae,f_Peptococcaceae,f_Peptostreptococcaceae,f_Planococcaceae,f_Porphyromonadaceae,f_Prevotellaceae,f_Propionibacteriaceae,f_Pseudanabaenaceae,f_Pseudoalteromonadaceae,f_Pseudomonadaceae,f_Pseudonocardiaceae,f_Rhizobiaceae,f_Rhodobacteraceae,f_Rhodospirillaceae,f_Ruminococcaceae,f_Shewanellaceae,f_Sinobacteraceae,f_Sphingobacteriaceae,f_Sphingomonadaceae,f_Spirochaetaceae,f_Spirulinaceae,f_Staphylococcaceae,f_Streptococcaceae,f_Streptomycetaceae,f_Sulfolobaceae,f_Thermoanaerobacteraceae,f_Thermomonosporaceae,f_Thermotogaceae,f_Veillonellaceae,f_Verrucomicrobiaceae,f_Vibrionaceae,f_Williamsiaceae,f_Xanthomonadaceae,c_Actinobacteria,c_Alphaproteobacteria,c_Anaerolineae,c_Archaeoglobi,c_Bacilli,c_Bacteroidia,c_Betaproteobacteria,c_Clostridia,c_Coriobacteriia,c_Deferribacteres,c_Deinococci,c_Deltaproteobacteria,c_Epsilonproteobacteria,c_Erysipelotrichi,c_Fibrobacteria,c_Flavobacteriia,c_Fusobacteriia,c_Gammaproteobacteria,c_Gloeobacterophycideae,c_Halobacteria,c_Methanomicrobia,c_Mollicutes,c_Nitrospira,c_Oscillatoriophycideae,c_Sphingobacteriia,c_Spirochaetes,c_Synechococcophycideae,c_Synergistia,c_Thaumarchaeota,c_Thermoprotei,c_Thermotogae,c_Verrucomicrobiae,g_[Eubacterium],g_[Prevotella],g_[Ruminococcus],g_Acholeplasma,g_Acidithiobacillus,g_Acinetobacter,g_Actinobacillus,g_Actinokineospora,g_Actinomadura,g_Actinomyces,g_Aggregatibacter,g_Agrobacterium,g_Agrococcus,g_Agromyces,g_Akkermansia,g_Alcanivorax,g_Alkaliphilus,g_Allochromatium,g_Alloiococcus,g_Ammoniphilus,g_Amycolatopsis,g_Aneurinibacillus,g_Anoxybacillus,g_Archaeoglobus,g_Arcobacter,g_Ardenscatena,g_Arsenophonus,g_Asticcacaulis,g_Atopobium,g_Avibacterium,g_Bacillus,g_Bacteroides,g_Bdellovibrio,g_Bibersteinia,g_Bifidobacterium,g_Blautia,g_Bosea,g_Brachybacterium,g_Bradyrhizobium,g_Brenneria,g_Brevibacillus,g_Brevibacterium,g_Brevundimonas,g_Bulleidia,g_Burkholderia,g_Caldicellulosiruptor,g_Campylobacter,g_CandidatusAquiluna,g_CandidatusGlomeribacter,g_CandidatusNitrososphaera,g_CandidatusPhytoplasma,g_CandidatusPortiera,g_CandidatusRegiella,g_Capnocytophaga,g_Carnobacterium,g_Cellulophaga,g_Cenarchaeum,g_Cetobacterium,g_Chelonobacter,g_Clavibacter,g_Clostridium,g_Collinsella,g_Coprobacillus,g_Coprococcus,g_Corallococcus,g_Corynebacterium,g_Cupriavidus,g_Deinococcus,g_Desulfosporosinus,g_Desulfotomaculum,g_Desulfovibrio,g_Dorea,g_Dysgonomonas,g_Eggerthella,g_Enterobacter,g_Enterococcus,g_Erwinia,g_Faecalibacterium,g_Fibrobacter,g_Flavobacterium,g_Gallibacterium,g_Geodermatophilus,g_Glaciecola,g_Gloeobacter,g_Haemophilus,g_Haererehalobacter,g_Halobacterium,g_Halorhodospira,g_Halorubrum,g_Halosimplex,g_Halostagnicola,g_Halothiobacillus,g_Helicobacter,g_Janthinobacterium,g_Jeotgalicoccus,g_Knoellia,g_Kocuria,g_Kosmotoga,g_Kurthia,g_Lactobacillus,g_Lactococcus,g_Leeuwenhoekiella,g_Leptolyngbya,g_Leptospirillum,g_Leuconostoc,g_Lysinibacillus,g_Macrococcus,g_Marinilactibacillus,g_Marinobacter,g_Megamonas,g_Metallosphaera,g_Methanimicrococcus,g_Methanoculleus,g_Methanofollis,g_Methylibium,g_Methylobacterium,g_Methylosinus,g_Methylotenera,g_Microbacterium,g_Microbispora,g_Micrococcus,g_Mitsuokella,g_Morganella,g_Moryella,g_Mucispirillum,g_Mycoplasma,g_Myroides,g_Neisseria,g_Nevskia,g_Nitrosopumilus,g_Nitrosovibrio,g_Novosphingobium,g_Oceanobacillus,g_Oscillospira,g_Oxalobacter,g_Paenibacillus,g_Parabacteroides,g_Paracoccus,g_Pasteurella,g_Pediococcus,g_Pedobacter,g_Peptostreptococcus,g_Phaeospirillum,g_Photobacterium,g_Photorhabdus,g_Planococcus,g_Plesiomonas,g_Polynucleobacter,g_Porphyromonas,g_Prevotella,g_Propionibacterium,g_Prosthecobacter,g_Providencia,g_Pseudoalteromonas,g_Pseudoclavibacter,g_Pseudomonas,g_Pseudoxanthomonas,g_Psychrobacter,g_Pyramidobacter,g_Rathayibacter,g_Rhizobium,g_Rhodococcus,g_Roseateles,g_Roseburia,g_Roseomonas,g_Rothia,g_Rubrivivax,g_Ruminococcus,g_Salinibacterium,g_Salinispora,g_Salinivibrio,g_Salmonella,g_Selenomonas,g_Serratia,g_Sharpea,g_Shewanella,g_Shinella,g_Sphingobacterium,g_Sphingomonas,g_Sphingopyxis,g_Spirochaeta,g_Spirulina,g_Sporomusa,g_Sporosarcina,g_Staphylococcus,g_Stenotrophomonas,g_Streptobacillus,g_Streptococcus,g_Streptomyces,g_Sulfolobus,g_Sulfuricurvum,g_Tetragenococcus,g_Tetrathiobacter,g_Thermoanaerobacter,g_Thermoanaerobacterium,g_Thermobispora,g_Thermomonas,g_Trabulsiella,g_Treponema,g_Vagococcus,g_Variovorax,g_Veillonella,g_Vibrio,g_Weissella,g_Williamsia
DIPP1_NoIndex_L001_B_1,,0.190456,0.006343,0.000007,0.000007,,,0.000039,,0.781028,,,0.021859,0.000007,,,,0.000256,,0.000007,0.000721,0.000007,,0.000007,0.003729,0.006317,,0.189623,0.000059,,,,,,0.742499,0.000111,,,,0.009095,,,0.000013,,,0.000039,0.0348,,,,,,0.000373,,0.000007,,0.000007,0.012293,,0.000007,,,,0.000013,,0.000007,,,,,0.000256,0.000013,,,,,,0.000007,0.000026,,0.000033,,,0.000007,,0.000007,0.001822,0.006055,,0.189623,,,,,,,,,,0.000786,0.000007,0.000111,,,,,,,,0.009095,0.001455,,,0.000013,,,,0.000039,0.000007,,,,0.300558,0.032998,,0.000013,,,,,,0.000275,0.000406,,,,0.000373,,0.000007,,0.000052,0.000138,0.012293,0.000727,0.000334,0.00156,0.000059,0.000203,0.000007,,,0.000007,,,,,0.000989,,,0.000013,,0.000007,,0.00021,0.000301,,,,0.000007,,0.439104,0.000256,0.000013,,,0.190344,,0.000007,,0.038529,0.006317,0.000432,0.742499,0.000111,,,,,,,0.000013,,0.021427,,0.000039,,,,,0.000013,0.000007,,,0.000007,,,0.000256,,,0.300204,,0.000007,,0.000098,,0.000007,0.000026,0.000976,,0.000144,,0.000256,,0.000013,,,0.000007,,0.00002,0.001199,,,0.000007,0.000007,,0.000007,0.000007,0.000623,0.006055,,0.000052,0.189623,0.00019,,,,,0.000085,,,,,,,0.000124,,0.000007,,,,,,,,,,,0.000773,0.000098,,,,,,,0.000727,,,0.000164,,0.000007,0.000007,0.001396,0.000039,0.000957,,,,,,,0.010969,0.000007,,,,0.000026,0.000013,,,0.000052,0.000013,,,,,0.03292,,,,,0.000013,0.00074,,0.000033,0.000007,,,,,,,,,,0.000007,,0.000013,,,,,,0.000013,0.000373,,,,,,,,0.000026,0.000052,,0.00019,0.000079,,0.000334,,,,0.000819,0.000085,,0.000007,0.000203,0.000007,,0.000007,,,0.000007,,,,,,,,,,0.000393,,0.000033,,,0.000007,0.007398,0.000007,0.001553,,,,0.000013,,,0.000007,,,,0.000197,,,0.000301,,,,0.000007,,,,,,,,0.000052,0.000007,0.439098,0.000007,,
DIPP1_NoIndex_L001_B_2,,0.11819,0.006832,0.000006,0.000029,,,0.000023,,0.706997,,,0.167602,,,,,0.00032,,,0.000379,,,0.000006,0.003611,0.006808,,0.117712,0.000646,0.000006,0.000012,0.000006,,,0.664166,0.000099,,,0.000012,0.121527,0.000017,,0.000006,,,0.000017,0.039202,0.000006,,,,,0.000285,,0.000023,,0.000012,0.045032,,0.000035,0.000017,0.000012,,0.000017,,,,,,,0.00032,0.000006,,,0.000006,,,,,,0.000012,,,,,0.000006,0.001572,0.006302,,0.117712,0.000012,,,,,,0.000012,0.000006,,0.000862,0.000006,0.000099,0.000006,,,,0.000012,,,0.121527,0.000518,0.000017,,0.000006,,,,0.000017,0.000012,,0.000006,,0.140619,0.03756,,0.000006,0.000006,,,0.000006,,0.000134,0.000239,0.000017,,,0.000285,,0.000023,,0.000641,0.000163,0.045032,0.000419,0.000058,0.001753,0.000076,0.000425,,,,0.000017,,,0.000012,,0.000827,,,0.000017,,,,0.000122,0.001107,,,,,,0.521381,0.00032,0.000006,,,0.118091,0.000041,0.000006,,0.042813,0.006808,0.000932,0.664166,0.000099,,,0.000012,0.000006,0.000017,,0.000006,,0.166612,,0.000017,0.000006,,,,0.000017,,,,0.000029,,,0.00032,0.000012,0.000006,0.140503,,,0.000017,0.000181,,,,0.003524,,0.000064,,0.00032,,,,,,,0.000064,0.000868,,,0.000006,0.000012,0.000012,,,0.000705,0.006302,,0.000082,0.117712,0.000035,0.000012,,,,0.000087,,,0.000006,,,,0.000064,,0.000023,,,0.000006,0.000006,,,0.000006,,,,0.000856,0.000093,,,,0.000006,,,0.000419,,0.000012,0.000076,,0.000006,0.000018,0.000472,0.000134,0.00081,,,,,,,0.041113,0.000012,,,,0.000012,0.000006,,,0.000641,0.000006,,,,,0.037426,0.000006,,,,0.000006,0.00085,,0.000012,,0.000006,,,,0.000006,,,0.000006,,,,0.000012,,0.000105,,,,,0.000285,,,,,,,,0.000012,0.000076,0.000012,0.000134,0.000134,,0.000058,,0.000006,,0.000897,0.000699,,,0.000425,,,0.000018,,,0.000017,,,,,,,,0.000006,,0.000227,,0.000018,0.000006,,,0.102197,,0.018288,,,,0.000017,,,,,,0.000006,0.000117,,,0.001101,,,0.000006,0.000012,,,0.000006,,,0.000052,,0.000035,0.000006,0.521375,,,
DIPP1_NoIndex_L001_B_3,,0.010259,0.009294,0.000016,0.000039,,,,0.000008,0.855175,,,0.125008,,,,0.000008,0.000195,,,0.000055,,,0.000016,0.003775,0.009286,,0.010158,0.000016,,,,0.000008,,0.843694,0.000047,,,,0.000973,0.000023,0.000008,0.000008,,,,0.007667,,,,,,0.000459,,0.000031,,,0.123506,,0.000039,,,0.000008,,,,0.000008,,0.000016,0.000008,0.000195,,,,,0.000008,,,,,,,,,,0.000016,0.001728,0.008889,,0.010158,,,,,,,,,0.000008,0.164635,0.000008,0.000047,,,,,,,,0.000973,0.000031,0.000023,0.000008,0.000008,,,,,,,,,0.205173,0.000996,,0.000008,,,,,,0.000016,0.000031,0.000008,,,0.000459,,0.000031,,0.000008,0.000163,0.123506,0.000568,0.000101,0.001728,0.000078,0.000319,0.000008,,,0.000031,,,,,0.00088,,,,,,,0.000156,0.006632,,0.000008,0.000016,,0.000008,0.472336,0.000195,,,,0.010213,0.000008,0.000016,,0.011442,0.009286,0.000475,0.843709,0.000047,,,,,0.000023,0.000008,0.000008,,0.124525,,,,,,,,,,,0.000031,0.000008,0.000008,0.000195,0.000016,,0.205095,,,0.000008,0.000366,,,,0.00885,,0.000016,,0.000195,,,0.000008,,,,0.000031,0.001059,,,0.000016,,,,,0.000669,0.008889,,0.000304,0.010158,0.000039,,,,,0.000117,,,0.000008,,,,,,0.000031,,,,,,,,,,,0.164635,0.000039,,,,,,,0.000568,,,0.000039,,0.000008,,0.000023,0.000031,0.000833,0.000008,,0.000016,,,,0.113628,,,,,,,,,0.000008,0.000008,,,0.000008,0.000008,0.000996,,,,,0.000008,0.000942,,,,0.000008,,,,,,,,,,,0.000008,,0.000008,,,,0.000008,0.000459,,,,,,,,0.000016,0.000078,,0.000342,,,0.000101,,,,0.000778,0.000016,,,0.000319,0.000008,,,,,0.000031,,,,,,,,,0.000008,0.000023,,0.000047,,,,0.000825,0.000023,0.000093,,,,,,,,,,,0.000148,,,0.006632,,0.000008,,,,0.000016,,,,,,0.000008,0.000008,0.472305,,,
DIPP1_NoIndex_L001_B_4,,0.180679,0.009227,,0.00001,,,0.00001,,0.761439,,,0.048249,0.00002,,,,0.000367,,,0.000487,,,,0.000576,0.009177,,0.180043,0.00004,0.00001,,,,,0.712942,0.000149,,,,0.009783,0.000785,,,,,,0.047126,,0.00001,,,,0.004827,,0.00001,,,0.03355,,,,,,0.00005,,0.00002,,,0.00001,,0.000367,0.00004,,,,,,,0.00002,,,,,,,,0.000278,0.008194,,0.180043,,,0.00001,0.00001,0.00001,,,,,0.011491,,0.000149,0.00001,,,,,,,0.009783,0.000149,0.000785,,,,,,,,,,,0.655596,0.003804,,0.00003,,0.00001,,,,0.000189,0.000258,,,,0.004827,,0.00001,,0.00003,0.00001,0.03355,0.000457,0.000397,0.000149,0.00001,0.000973,0.00001,,,,,,,,0.001351,,,0.00005,,0.00002,,0.000139,0.043144,,,,,,0.04365,0.000367,0.00004,,,0.18053,,,,0.047702,0.009177,0.004867,0.712952,0.000149,,,,0.00001,0.000785,,,,0.043372,,,0.00001,,,,0.00005,0.00002,,,0.00001,,,0.000367,0.000685,,0.65497,,,,0.000149,,,0.00002,0.002443,,0.00006,,0.000367,,,,,,,,0.000159,,,,,,,,0.000119,0.008194,,0.00006,0.180043,0.000358,,,,,,,,0.000099,,0.00001,0.00001,0.000119,,0.00001,,,,,,,,,,,0.011491,0.000089,,,,0.00001,,,0.000457,,,0.000248,,0.00006,,0.000149,0.000318,0.001212,,,,,,,0.030361,,,,,,,,,0.00003,0.00001,,,,,0.003794,,,,,0.00003,0.000099,,,,,,0.00001,,,,,,,,0.00002,0.00001,,,,,,,0.004827,,,,,,0.00001,,0.00001,0.00001,,0.000536,0.00001,,0.000397,,0.00001,,0.00005,0.002125,,,0.000973,0.00001,,0.00002,,,,,,,,,,,0.00002,,0.000228,,0.000129,0.00001,0.00001,0.00003,0.002622,,0.004688,,,,0.00005,,,,,,,0.000129,,,0.043144,,,,,,,,,,0.00001,0.00002,,,0.04365,,,
DIPP1_NoIndex_L001_B_5,,0.087481,0.006914,0.000006,0.000006,,0.000006,0.000018,,0.880118,,,0.025155,,,,,0.000297,,0.000006,0.00025,,,0.000006,0.000624,0.006902,,0.087124,0.000042,,,,,,0.859477,0.000107,0.000006,,0.000018,0.013406,0.000208,,,,,0.000018,0.019809,,,,,,0.000119,,0.000006,,0.000006,0.011529,,0.000006,,,,0.000012,,,,,,,0.000297,0.000024,,,,,,0.000006,0.000012,,,,,,,0.000006,0.000309,0.006403,,0.087124,,,,,,,,,,0.091544,0.000006,0.000107,0.000006,0.000006,,,0.000018,,,0.013406,0.000095,0.000208,,,,,,0.000018,0.000006,,,0.000006,0.702145,0.000047,,0.000006,,,,,,0.000113,0.000113,0.000006,,,0.000119,,0.000006,,0.000036,0.000012,0.011529,0.000445,0.000493,0.00022,0.000054,0.000445,,,,,,,,,0.001289,,,0.000012,,,,0.000083,0.019661,,,,,,0.063561,0.000297,0.000024,,,0.087374,,0.000006,,0.020433,0.006902,0.00016,0.859477,0.000107,0.000006,,0.000018,,0.000208,,,,0.024977,,0.000018,,,,,0.000012,,,,0.000006,,,0.000297,0.000095,,0.701076,,0.000006,0.000006,0.000042,,,0.000012,0.001081,,0.000059,,0.000291,,0.000024,,,,,,0.000202,,,0.000006,,,0.000012,,0.000107,0.006403,,0.000018,0.087124,0.000742,,,,,0.000006,,,0.000113,,,,0.000042,,0.000006,,0.000006,,,,,,,,,0.09152,0.000077,,,,0.000006,,,0.000445,,0.000018,0.000321,,0.000018,0.000006,0.000095,0.000582,0.0012,,,,,,,0.01002,,,,,0.000012,0.000006,,,0.000036,,0.000006,,,,0.000047,0.000006,,,,0.000006,0.000125,,,,,,,,,,,,,0.000006,0.000006,0.000018,,0.000012,,0.000006,,,0.000119,,,,,,0.000042,,0.000006,0.000042,,0.000368,,,0.000493,,,,0.000095,0.003855,,0.000012,0.000445,,0.000006,,,,,,,,,,,,0.000006,,0.000089,,0.000048,0.000006,,0.000012,0.001877,0.000006,0.007074,,,,0.000012,,,,,,,0.000083,,,0.019655,,,,,,,,,,,,,0.000006,0.063555,0.000012,,
DIPP1_NoIndex_L001_B_6,,0.081891,0.008489,0.000014,0.000014,,,0.000028,,0.871272,0.000007,,0.037988,,,,,0.000295,,,0.000141,,,0.000014,0.002455,0.008468,0.000007,0.081631,0.000021,0.000007,,,,,0.848927,0.00012,,,0.000028,0.013195,0.000007,,0.000007,0.000007,,0.000007,0.019884,0.000014,0.000007,,,,0.000063,,0.000014,,0.000007,0.024596,,0.000014,,,,0.000014,,,,,,,0.000295,0.000042,0.000007,,0.000007,,,,,,0.000014,,,,,0.000014,0.000992,0.008159,0.000007,0.081631,,,,,,,,,,0.042215,0.000007,0.00012,,,,,0.000028,,,0.013195,0.000021,0.000007,,0.000007,0.000007,,,0.000007,0.000007,,0.000007,,0.351522,0.000091,,0.000014,0.000014,0.000007,,,,0.000098,0.000035,,,,0.000063,,0.000014,,0.000014,0.000183,0.024596,0.000549,0.000471,0.001217,0.000021,0.000281,,,,0.000014,,,,,0.001716,,,0.000014,,,,0.000063,0.019743,0.000007,,,,,0.452453,0.000295,0.000042,,0.000007,0.081772,,0.000014,,0.022339,0.008468,0.000084,0.848927,0.00012,,,0.000035,0.000007,0.000007,,0.000007,0.000007,0.037862,,0.000007,0.000021,,,,0.000014,,,,0.000014,,,0.000295,0.000007,0.000007,0.332588,,,,0.000106,,,,0.00154,,0.000049,,0.000288,,0.000084,,,,,0.000035,0.000513,,,0.000014,,,0.000021,0.000007,0.000471,0.008159,0.000007,0.000056,0.081631,0.018646,,,,,0.000134,,,,,,,0.000028,,0.000014,,0.000007,,,,0.000007,,0.000007,,,0.042131,0.000091,,,,,,,0.000535,0.000014,0.000028,0.00026,,0.000007,0.000007,0.000014,0.000626,0.001639,,,,,,,0.022768,,,,,0.000007,,,,0.000014,0.000007,,,,,0.000091,,,,,0.000014,0.000872,,0.000014,,0.000014,,0.000007,0.000014,,,,,,0.000007,,0.000021,,,,,,,0.000063,,,,,0.000007,0.000014,,0.000014,0.000021,,0.00012,,,0.000471,,,,0.000338,0.004185,,,0.000281,,0.000007,,,,0.000014,0.000007,,,,,,,0.000028,,0.000014,,0.000063,0.000014,,0.000035,0.001287,0.000007,0.00709,,,,0.000014,,,,,,0.000007,0.000056,,,0.019743,0.000007,,0.000007,,,,,,,,,0.000007,0.000007,0.452432,0.000007,,
DIPP1_NoIndex_L001_B_7,,0.008148,0.913313,0.000005,0.000005,,,0.00001,0.000008,0.038196,,0.000003,0.040186,0.000003,,,,0.000123,,,0.000026,0.000003,,0.000005,0.00021,0.913193,,0.008095,0.000026,,,0.000003,,,0.035399,0.000026,,,0.000034,0.037383,0.000278,0.000008,0.000047,,,0.000005,0.00231,0.000003,0.000003,0.000003,,,0.000008,,0.000003,0.000003,0.000008,0.002598,,,0.000005,,,0.000073,,0.000003,,,,,0.000123,0.000118,,0.000003,,,,,,,,,0.000003,,,0.000005,0.0001,0.911916,,0.008095,,,0.000003,,,,,0.000003,,0.001279,,0.000026,,,,,0.000034,,,0.037383,0.000003,0.000278,0.000008,0.000047,,,,0.000005,0.000005,,,,0.007225,0.000026,,0.000018,0.000003,0.000003,,0.000005,0.000003,0.000021,0.000003,,,,0.000008,,0.000003,,0.000024,0.000013,0.002598,0.000079,0.000066,0.000094,0.000092,0.001185,,,,,0.000003,,,,0.000718,0.000003,,0.000073,,0.000003,,0.000003,0.002262,,,,,,0.026032,0.000123,0.000118,,,0.008122,0.000005,0.000005,,0.002519,0.913193,0.000037,0.035399,0.000026,,,0.000034,,0.000278,0.000008,0.000047,,0.04011,,0.000005,0.000005,,0.000003,,0.000073,0.000003,,,0.000005,,,0.000123,0.000278,,0.006861,,,,,,,,0.000197,,0.000011,,0.000121,0.000003,0.000003,,,,,0.000003,0.000055,,,0.000005,,,,,0.000045,0.911916,,,0.008095,0.000359,,,,,0.000003,,,,,,,0.000011,,0.000003,,0.000003,,,,,,,,,0.001277,0.000021,,,,,,,0.000079,,0.000034,0.000003,,0.000005,0.000013,0.000003,0.001895,0.000705,0.000008,,,,,,0.002393,0.000003,,,,0.000005,,,,0.000024,,,,,,0.000026,,,,0.000003,0.000018,0.000047,,,,,,0.000003,0.000003,,,,0.000005,0.000003,,,0.000003,,0.000037,,,,0.000047,0.000008,,0.000003,,,,0.000003,,0.000008,0.000089,,0.000008,,,0.000066,,,0.000003,0.000047,0.012961,,0.000003,0.001185,,0.000003,0.000008,,,,,,,,,,,0.000003,,,,0.00001,,0.000003,0.000118,0.001492,0.000003,0.020959,,0.000003,,0.000073,,,,,,,0.000003,,,0.002262,,,,,,,,0.000003,,0.000016,0.000003,,,0.026029,,,
DIPP1_NoIndex_L001_B_8,,0.037575,0.915923,0.000003,,,,,,0.045532,,,0.000912,,0.000003,,,0.000053,,,0.000075,,,0.000003,0.000285,0.915841,,0.037431,0.000006,,,,,,0.044391,0.000069,,,,0.000592,0.000429,,0.000047,,,,0.000426,,,,,,,,,,,0.00031,,,,,,0.000035,,,,0.000003,,,0.000053,0.000003,,,,,,,0.000003,,0.000003,,,,,0.000003,0.00015,0.914626,,0.037431,,,,,,,,,,0.000711,0.000006,0.000069,,,,,,0.000003,,0.000592,,0.000429,,0.000047,,,,,,,,,0.009814,0.000407,,0.000016,,,,,,0.000053,0.000013,,,,,,,0.000003,,0.000016,0.00031,0.000069,0.000075,0.000107,0.000085,0.001131,,,,,,,,,0.000442,,,0.000035,,,,0.000013,,,,,,,0.03328,0.000053,0.000003,0.000003,,0.037506,,0.000003,,0.000711,0.915841,0.000006,0.044391,0.000069,,,,,0.000429,,0.000047,,0.000905,,,,,,,0.000035,,,0.000003,,,,0.000053,0.000429,,0.009254,,,,0.000003,,,0.000003,0.000013,,0.000025,,0.000053,,,,,,,0.000003,0.000097,,,0.000003,,,,,0.000053,0.914626,,0.000006,0.037431,0.000554,,,,,0.000013,,,,,,,0.000025,,,,,,0.000003,,,,,,,0.000711,0.000063,,,,,,,0.000069,,,0.000006,,0.000006,,,0.000057,0.000435,,,,,,,0.000285,,,,,,,,,,,,,,,0.000404,,,,,0.000016,0.000063,,0.000003,,,,,,,,,,,,,0.000006,,,,,,0.000044,,,,,,,,,,0.000081,,0.000003,0.000003,,0.000075,,,,0.000044,0.000188,,0.000003,0.001131,,,,,,,,,0.000003,,,0.000003,,,,0.000006,0.000003,0.000006,0.000003,,0.000003,0.000019,,0.000329,,,,0.000035,,,,,,,0.000013,,,,,,,,,,,,,,,,0.000003,0.03328,,,0.000003
